time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-09-21T07:14:07.510Z,37.3118324,-122.0693359,6.59,2.91,md,75,66,0.02856,0.14,nc,nc73939716,2023-09-23T22:07:59.381Z,"4 km WSW of Cupertino, CA",earthquake,0.16,0.38,0.09,102,automatic,nc,nc
2023-09-21T06:34:25.844Z,36.1245,68.438,120.966,4.1,mb,18,122,1.656,0.8,us,us7000kx1q,2023-09-21T07:12:53.040Z,"Hindu Kush region, Afghanistan",earthquake,7.53,12.832,0.261,4,reviewed,us,us
2023-09-21T04:37:15.690Z,17.9505,-66.0163333333333,37.81,2.62,md,8,209,0.08744,0.22,pr,pr71425408,2023-09-21T04:51:05.550Z,"Puerto Rico region",earthquake,1.54,1.22,0.295489782084656,6,reviewed,pr,pr
2023-09-21T04:30:05.890Z,19.5241,-65.5145,90,3.74,md,10,289,1.2945,0.25,pr,pr2023264000,2023-09-21T04:55:34.412Z,"126 km NNE of Vieques, Puerto Rico",earthquake,4.17,7.37,0.16,4,reviewed,pr,pr
2023-09-21T04:07:03.930Z,0.1168,98.4629,27.152,4.7,mb,28,112,1.476,0.67,us,us7000kx1b,2023-09-21T04:33:48.040Z,"",earthquake,9.03,6.681,0.123,20,reviewed,us,us
2023-09-21T01:13:59.537Z,54.9711,-160.3721,50.608,5.4,mww,133,126,0.384,0.95,us,us7000kx0x,2023-09-24T01:24:06.130Z,"41 km SSE of Sand Point, Alaska",earthquake,3.08,4.998,0.048,42,reviewed,us,us
2023-09-20T23:15:47.109Z,63,-150.9146,123.9,3.3,ml,,,,0.32,ak,ak023c3c4k4z,2023-09-20T23:17:48.282Z,"56 km N of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-09-20T22:47:27.562Z,39.7427,-120.5668,9.1,2.8,ml,24,156.43,0.104,0.151,nn,nn00866155,2023-09-21T05:38:56.399Z,"0 km N of Valley Ranch, California",earthquake,,1.3,0.32,11,reviewed,nn,nn
2023-09-20T22:17:32.550Z,46.8392,146.1959,339.781,4.6,mb,62,133,2.359,0.49,us,us7000kx06,2023-09-20T22:32:13.040Z,"221 km NW of Kuril’sk, Russia",earthquake,12.12,8.574,0.028,372,reviewed,us,us
2023-09-20T19:22:32.588Z,-44.8387,35.2805,7.56,5.8,mww,43,44,16.779,0.99,us,us7000kwz5,2023-09-22T17:10:48.040Z,"",earthquake,11.32,4.438,0.083,14,reviewed,us,us
2023-09-20T19:15:32.284Z,37.2925,-104.4932,5.906,2.8,mb_lg,9,65,0.167,0.07,us,us7000kwz1,2023-09-20T22:33:15.087Z,"7 km NNW of El Moro, Colorado",earthquake,2.15,5.987,0.109,40,reviewed,us,us
2023-09-20T17:01:12.440Z,39.3883324,-122.5746689,4.78,2.64,md,6,174,0.4488,0.32,nc,nc73939446,2023-09-20T21:19:35.990Z,"22 km S of Stony Gorge Reservoir, CA",earthquake,5.15,17.49,0.15,5,automatic,nc,nc
2023-09-20T16:09:55.377Z,31.51911132,-104.1640309,6.568603516,2.809321979,ml(texnet),10,77.0350531,0.1604871948,0.2060111058,tx,tx2023slxy,2023-09-21T15:43:31.846Z,"41 km WNW of Toyah, Texas",earthquake,1.604061625,2.469253901,0.1581722777,7,reviewed,tx,tx
2023-09-20T15:28:25.393Z,-4.7106,-106.1744,10,4.6,mb,90,111,22.541,0.67,us,us7000kwy1,2023-09-21T00:41:52.040Z,"central East Pacific Rise",earthquake,14.66,1.954,0.062,79,reviewed,us,us
2023-09-20T15:03:36.137Z,-4.6717,-105.9155,10,5.7,mww,99,96,16.106,0.57,us,us7000kwwq,2023-09-21T15:06:38.635Z,"central East Pacific Rise",earthquake,12.53,1.779,0.057,30,reviewed,us,us
2023-09-20T14:49:01.800Z,-24.2419,-67.5551,173.959,4.7,mb,22,97,1.406,1.25,us,us7000kww2,2023-09-20T16:17:08.040Z,"125 km W of San Antonio de los Cobres, Argentina",earthquake,7.08,9.238,0.165,11,reviewed,us,us
2023-09-20T14:45:58.609Z,-4.5826,-105.6493,10,6,mww,110,208,15.828,1.08,us,us7000kww3,2023-09-22T17:17:59.040Z,"central East Pacific Rise",earthquake,14.99,1.952,0.05,38,reviewed,us,us
2023-09-20T14:45:28.263Z,-4.5434,-105.7226,10,5.2,mb,182,69,15.889,0.81,us,us7000kww6,2023-09-20T15:23:23.040Z,"central East Pacific Rise",earthquake,13.09,1.852,0.028,405,reviewed,us,us
2023-09-20T14:00:14.948Z,40.257,142.3318,49.711,4.4,mb,26,185,1.103,0.94,us,us7000kww0,2023-09-20T15:01:29.040Z,"46 km ENE of Noda, Japan",earthquake,8.24,10.114,0.144,14,reviewed,us,us
2023-09-20T13:50:01.960Z,51.877,178.454,120.551,4.3,mb,116,166,0.107,0.75,us,us7000kwvx,2023-09-20T18:44:34.241Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,10.24,5.684,0.045,141,reviewed,us,us
2023-09-20T13:10:13.292Z,65.0218,-151.5351,9.7,2.6,ml,,,,1.12,ak,ak023c3652xd,2023-09-20T13:12:35.335Z,"30 km ESE of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-09-20T11:00:34.091Z,-22.7181,172.3394,35,4.6,mb,18,164,4.52,0.83,us,us7000kwvc,2023-09-20T11:25:46.040Z,"southeast of the Loyalty Islands",earthquake,6.75,1.949,0.146,16,reviewed,us,us
2023-09-20T10:27:11.509Z,34.4715,-97.7675,16.95,2.94,ml,89,48,0.1394726307,0.4,ok,ok2023slmm,2023-09-21T04:56:45.504Z,"Oklahoma",earthquake,,1.1,0.24,26,reviewed,ok,ok
2023-09-20T09:59:02.376Z,-24.9465,-70.1625,68.064,4.4,mb,18,127,0.387,0.78,us,us7000kwv2,2023-09-20T10:15:49.040Z,"",earthquake,5.02,6.411,0.17,10,reviewed,us,us
2023-09-20T09:32:31.407Z,-14.6962,167.965,13.77,5,mww,59,58,6.797,0.63,us,us7000kwv0,2023-09-20T09:52:12.040Z,"",earthquake,8.48,4.764,0.08,15,reviewed,us,us
2023-09-20T08:50:26.292Z,-17.8609,-178.6302,559.401,4.6,mb,61,46,3.162,0.83,us,us7000kwux,2023-09-20T09:08:29.040Z,"Fiji region",earthquake,11.71,7.993,0.035,239,reviewed,us,us
2023-09-20T07:00:42.181Z,19.6001,-70.8867,23.477,4.4,mb,54,100,0.127,1.18,us,us7000kwum,2023-09-21T01:57:48.622Z,"4 km NNW of Villa Bisonó, Dominican Republic",earthquake,5.11,5.44,0.051,112,reviewed,us,us
2023-09-20T06:15:49.656Z,59.9505,-152.7558,82.6,3.2,ml,,,,0.64,ak,ak023c3206y0,2023-09-20T07:28:04.040Z,"55 km WNW of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-09-20T05:57:31.080Z,18.1478333333333,-67.3966666666667,9.98,2.7,md,7,228,0.248,0.29,pr,pr71425333,2023-09-20T06:11:23.100Z,"Mona Passage",earthquake,1.48,0.97,0.0290719185180424,4,reviewed,pr,pr
2023-09-20T05:42:41.464Z,-20.7196,-178.34,548.944,4.6,mb,77,38,2.966,0.65,us,us7000kwu9,2023-09-20T06:05:04.040Z,"Fiji region",earthquake,11.13,7.316,0.037,218,reviewed,us,us
2023-09-20T04:32:39.430Z,19.1195,-65.5928,36,3.5,md,12,268,0.9475,0.42,pr,pr2023263000,2023-09-20T05:04:19.562Z,"80 km NNE of Vieques, Puerto Rico",earthquake,3.76,18.27,0.11,9,reviewed,pr,pr
2023-09-20T03:01:50.890Z,68.1877,-145.5674,0,2.7,ml,,,,0.78,ak,ak023c304wdf,2023-09-22T03:24:22.040Z,"6 km N of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-09-20T02:39:40.620Z,19.0483333333333,-155.385833333333,32.85,2.69,ml,53,206,,0.12,hv,hv73581337,2023-09-22T21:20:30.150Z,"",earthquake,0.41,0.6,0.201582778064473,30,reviewed,hv,hv
2023-09-20T02:39:38.572Z,38.1753,-117.7825,8.1,3.3,ml,14,50.98,0.115,0.1213,nn,nn00866091,2023-09-22T02:29:14.040Z,"37 km SE of Mina, Nevada",earthquake,,1.1,0.2,8,reviewed,nn,nn
2023-09-20T02:17:19.149Z,62.0652,-149.7676,32.6,2.5,ml,,,,0.46,ak,ak023c2zmtq9,2023-09-22T02:09:35.040Z,"11 km SSE of Susitna North, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-09-20T02:14:59.485Z,31.479,-103.737,133.4251,2.8,mlv,5,357,0.6,0,tx,tx2023skwh,2023-09-22T22:26:48.972Z,"18 km NNE of Toyah, Texas",earthquake,176.9326764,41.24241036,0.4,3,automatic,tx,tx
2023-09-20T01:33:08.352Z,32.3368,24.5085,10,4.1,mb,35,95,2.961,0.58,us,us7000kwte,2023-09-22T01:42:49.040Z,"59 km ENE of Tobruk, Libya",earthquake,8.98,1.928,0.131,16,reviewed,us,us
2023-09-20T01:29:57.898Z,32.47375488,-102.0924638,4.352945964,2.8,ml,21,73,0.1012374717,0.2,tx,tx2023skuu,2023-09-22T01:17:56.040Z,"31 km SSW of Los Ybanez, Texas",earthquake,1.195755628,2.5332279909999995,0.1,7,reviewed,tx,tx
2023-09-20T00:49:12.996Z,40.3133,144.9889,10,4.7,mb,48,155,2.191,0.55,us,us7000kwt1,2023-09-20T02:17:28.040Z,"",earthquake,5.05,1.922,0.095,34,reviewed,us,us
2023-09-20T00:32:13.713Z,62.0081,-150.1355,46.7,2.8,ml,,,,0.29,ak,ak023c2yj5ut,2023-09-20T02:27:42.040Z,"22 km SW of Susitna North, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-09-20T00:27:17.863Z,-36.4811,-96.9093,10,4.9,mb,49,149,19.866,0.82,us,us7000kwuf,2023-09-20T23:13:25.040Z,"",earthquake,9.92,1.787,0.086,42,reviewed,us,us
2023-09-20T00:03:39.060Z,40.850666,-124.081665,15.64,2.89,md,18,171,0.05162,0.06,nc,nc73939161,2023-09-20T23:07:55.272Z,"2 km S of Arcata, CA",earthquake,0.44,0.26,0.13,23,automatic,nc,nc
2023-09-19T23:27:23.903Z,-56.0477,-27.2539,107.651,4.6,mb,25,64,5.581,0.42,us,us7000kxfb,2023-09-22T21:58:21.040Z,"",earthquake,12.43,6.89,0.125,19,reviewed,us,us
2023-09-19T22:39:21.746Z,-29.9993,-176.4284,10,4.4,mb,9,240,1.492,0.41,us,us7000kxf6,2023-09-22T22:18:37.040Z,"Kermadec Islands region",earthquake,10.89,2.009,0.22,6,reviewed,us,us
2023-09-19T22:35:00.830Z,19.1325,-65.485,46,3.66,md,18,249,0.9383,0.37,pr,pr2023262002,2023-09-19T23:17:46.040Z,"86 km NNE of Vieques, Puerto Rico",earthquake,2.59,8.96,0.12,13,reviewed,pr,pr
2023-09-19T22:30:03.350Z,34.47283333,-97.775,13.92,2.71,ml,78,48,0.1367731604,0.44,ok,ok2023skov,2023-09-22T00:30:48.040Z,"9 km W of Velma, Oklahoma",earthquake,,1.6,0.22,24,reviewed,ok,ok
2023-09-19T22:17:51.695Z,69.1873,-144.4694,4.2,3.2,ml,,,,0.73,ak,ak023c1o07ug,2023-09-19T23:07:06.040Z,"110 km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2023-09-19T22:17:47.142Z,30.9722,142.0125,10,5.2,mww,96,37,2.837,0.86,us,us7000kws9,2023-09-21T20:40:48.040Z,"Izu Islands, Japan region",earthquake,9.18,1.774,0.057,30,reviewed,us,us
2023-09-19T22:02:03.920Z,19.1941666666667,-65.477,39.43,3.32,md,5,319,1.093,0.08,pr,pr71425283,2023-09-19T22:17:44.500Z,"93 km NNE of Vieques, Puerto Rico",earthquake,1.6,7.86,0.00177455881647814,3,reviewed,pr,pr
2023-09-19T22:01:05.199Z,31.3588,141.7629,10,4.4,mb,18,156,2.407,0.38,us,us7000kws5,2023-09-19T22:18:40.040Z,"Izu Islands, Japan region",earthquake,12.85,1.8,0.179,9,reviewed,us,us
2023-09-19T21:14:49.137Z,-43.7064,171.118,11.737,5.6,mww,51,99,0.047,0.81,us,us7000kwrq,2023-09-20T21:19:10.131Z,"43 km W of Methven, New Zealand",earthquake,3.07,1.555,0.052,35,reviewed,us,us
2023-09-19T21:10:54.526Z,10.8543,144.0759,10,4.8,mb,37,87,2.827,0.57,us,us7000kwrt,2023-09-21T10:17:17.846Z,"274 km SSW of Merizo Village, Guam",earthquake,12.71,1.92,0.111,25,reviewed,us,us
2023-09-19T18:58:20.288Z,59.608,-154.0458,167.9,2.6,ml,,,,0.68,ak,ak023c1lv7d8,2023-09-20T13:43:15.040Z,"Southern Alaska",earthquake,,0.9,,,automatic,ak,ak
2023-09-19T18:22:13.367Z,42.6389,148.8488,10,4.5,mb,43,136,4.266,0.6,us,us7000kwqh,2023-09-19T21:56:46.040Z,"215 km SE of Shikotan, Russia",earthquake,7.08,1.888,0.084,42,reviewed,us,us
2023-09-19T18:18:08.655Z,40.19,-98.3276,9.98,2.6,mb_lg,24,34,1.225,0.41,us,us7000kwqd,2023-09-20T02:13:52.704Z,"10 km ENE of Cowles, Nebraska",earthquake,2.51,7.286,0.077,44,reviewed,us,us
2023-09-19T18:06:06.117Z,-24.3722,-67.1545,167.441,4.3,mwr,81,55,1.697,1.06,us,us7000kwqc,2023-09-19T19:47:54.040Z,"86 km W of San Antonio de los Cobres, Argentina",earthquake,6.67,4.837,,,reviewed,us,guc
2023-09-19T16:52:59.794Z,54.3662,-160.8867,35,4.4,mwr,56,161,1.013,0.89,us,us7000kwpy,2023-09-19T17:25:25.521Z,"110 km SSW of Sand Point, Alaska",earthquake,4.96,1.926,0.083,14,reviewed,us,us
2023-09-19T16:04:10.950Z,51.5096,16.1694,5,4.6,mb,102,44,1.165,0.9,us,us7000kwpp,2023-09-20T10:21:52.574Z,"6 km W of Rudna, Poland",earthquake,4.26,1.877,0.066,68,reviewed,us,us
2023-09-19T15:58:41.750Z,40.5628,-125.6305,10,2.7,ml,14,276,1.244,0.38,us,us7000kwpn,2023-09-19T17:24:22.040Z,"115 km W of Ferndale, California",earthquake,5.61,2.023,0.053,46,reviewed,us,us
2023-09-19T15:36:10.783Z,67.3907,-168.41,10.663,3.3,mb_lg,17,210,2.2,0.44,us,us7000kwnw,2023-09-19T16:53:31.040Z,"127 km SSW of Point Hope, Alaska",earthquake,3.64,8.625,0.193,7,reviewed,us,us
2023-09-19T15:01:23.038Z,16.5867,-100.3062,10,4.2,mb,66,264,1.926,0.84,us,us7000kwnr,2023-09-19T17:47:19.830Z,"46 km SSW of Los Mogotes, Mexico",earthquake,10.65,2.009,0.06,77,reviewed,us,us
2023-09-19T13:58:06.386Z,61.7541,-150.4475,56,3.3,ml,,,,0.68,ak,ak023c1iw083,2023-09-20T14:00:54.699Z,"21 km W of Willow, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-09-19T12:16:33.216Z,-5.3409,103.6721,59.909,4.9,mb,72,158,1.207,0.64,us,us7000kwn2,2023-09-19T13:11:40.040Z,"144 km SSW of Baturaja, Indonesia",earthquake,7.98,3.713,0.07,64,reviewed,us,us
2023-09-19T11:14:31.926Z,-8.6594,118.3276,136.834,4.5,mb,19,67,0.57,0.51,us,us7000kwmv,2023-09-19T12:12:02.040Z,"Sumbawa region, Indonesia",earthquake,9.2,7.106,0.164,12,reviewed,us,us
2023-09-19T10:54:55.937Z,40.1755,-98.3374,9.951,2.8,mb_lg,24,52,1.24,0.44,us,us7000kwmt,2023-09-19T11:21:52.040Z,"9 km E of Cowles, Nebraska",earthquake,1.84,7.414,0.054,92,reviewed,us,us
2023-09-19T10:21:52.700Z,37.4476667,-121.2435,4.83,3,md,46,82,0.06983,0.15,nc,nc73938936,2023-09-23T18:35:25.559Z,"10 km WSW of Patterson, CA",earthquake,0.25,0.72,0.152,195,reviewed,nc,nc
2023-09-19T09:54:27.540Z,34.1121667,-117.47,6.8,3.06,ml,150,15,0.02881,0.22,ci,ci39668658,2023-09-23T18:19:56.107Z,"2 km NW of Fontana, CA",earthquake,0.11,0.29,0.165,167,reviewed,ci,ci
2023-09-19T07:32:11.882Z,41.8742,144.3567,43.526,4.6,mb,54,149,0.906,0.64,us,us7000kwmd,2023-09-19T07:55:21.040Z,"",earthquake,8.64,7.803,0.078,49,reviewed,us,us
2023-09-19T06:22:36.972Z,30.9788,141.9754,10,5.8,mww,97,98,2.812,0.68,us,us7000kwm6,2023-09-22T17:37:15.040Z,"Izu Islands, Japan region",earthquake,4.29,1.821,0.055,32,reviewed,us,us
2023-09-19T05:28:39.562Z,37.3774,73.1473,58.001,4.6,mb,50,53,2.349,0.46,us,us7000kwm4,2023-09-19T05:49:25.040Z,"87 km ENE of Khandūd, Afghanistan",earthquake,5.76,7.753,0.082,44,reviewed,us,us
2023-09-19T05:25:21.350Z,37.422,-121.3036667,3.68,3.06,ml,131,137,0.04005,0.2,nc,nc73938826,2023-09-23T09:44:26.509Z,"16 km WSW of Patterson, CA",earthquake,0.18,0.44,0.194,96,reviewed,nc,nc
2023-09-19T05:10:15.590Z,17.9425,-66.8673333333333,9.24,2.63,md,9,212,0.04919,0.08,pr,pr71425248,2023-09-19T05:23:26.780Z,"4 km SSE of Maria Antonia, Puerto Rico",earthquake,0.6,0.49,0.0505766216000096,5,reviewed,pr,pr
2023-09-19T04:50:24.410Z,34.0225,-116.9581667,6.84,2.6,ml,108,21,0.07325,0.16,ci,ci39668586,2023-09-21T22:03:57.040Z,"8 km E of Yucaipa, CA",earthquake,0.09,0.45,0.132,131,reviewed,ci,ci
2023-09-19T04:40:58.670Z,37.423,-121.3023333,2.13,2.97,ml,122,98,0.04056,0.21,nc,nc73938781,2023-09-22T09:19:15.318Z,"16 km WSW of Patterson, CA",earthquake,0.22,0.51,0.209,92,reviewed,nc,nc
2023-09-19T04:32:17.377Z,6.0891,126.8879,82.192,4.6,mb,38,121,1.625,0.75,us,us7000kwls,2023-09-20T04:56:08.040Z,"Mindanao, Philippines",earthquake,6.85,7.693,0.076,51,reviewed,us,us
2023-09-19T04:13:10.380Z,37.4381667,-121.2958333,3.51,4.53,mw,174,91,0.05369,0.18,nc,nc73938736,2023-09-23T19:32:40.880Z,"15 km SW of Westley, CA",earthquake,0.17,0.5,,5,reviewed,nc,nc
2023-09-19T03:53:59.940Z,17.9386666666667,-66.9655,15.3,3.03,md,21,220,0.06357,0.09,pr,pr71425233,2023-09-19T04:10:19.340Z,"7 km WSW of Guánica, Puerto Rico",earthquake,0.34,0.34,0.0620036336827243,5,reviewed,pr,pr
2023-09-19T03:44:30.550Z,37.4358333,-121.3031667,-0.4,3.49,mw,149,90,0.05285,0.19,nc,nc73938706,2023-09-21T17:49:55.482Z,"15 km SW of Westley, CA",earthquake,0.18,0.24,,3,reviewed,nc,nc
2023-09-19T03:28:25.969Z,-13.2277,167.1718,231.593,4.9,mb,60,53,7.788,0.61,us,us7000kwlc,2023-09-20T01:59:48.040Z,"82 km NNW of Sola, Vanuatu",earthquake,10.66,3.168,0.05,126,reviewed,us,us
2023-09-19T02:50:17.470Z,40.4241676,-125.1798325,0.94,3.27,ml,53,260,0.654,0.34,nc,nc73938691,2023-09-20T01:37:05.040Z,"77 km W of Petrolia, CA",earthquake,4.41,8.31,0.201,7,automatic,nc,nc
2023-09-19T02:45:38.342Z,-20.0688,-69.2873,86.822,4.1,mb,30,73,0.408,0.69,us,us7000kwl5,2023-09-20T00:50:51.615Z,"48 km NE of La Tirana, Chile",earthquake,4.84,5.355,0.151,12,reviewed,us,us
2023-09-19T02:37:19.310Z,18.7108,-64.1361,24,3.62,md,11,222,0.8953,0.19,pr,pr2023262001,2023-09-20T00:36:17.040Z,"Virgin Islands",earthquake,1.45,13.98,0.02,4,reviewed,pr,pr
2023-09-19T01:53:16.190Z,19.5725,-64.6235,33,3.8,md,9,318,1.2647,0.11,pr,pr2023262000,2023-09-19T02:14:06.591Z,"138 km N of Cruz Bay, U.S. Virgin Islands",earthquake,1.48,11.69,0.04,4,reviewed,pr,pr
2023-09-19T00:15:32.580Z,37.4418333,-121.2848333,0.05,3.97,mw,167,93,0.05643,0.17,nc,nc73938626,2023-09-20T21:24:13.796Z,"14 km SSW of Westley, CA",earthquake,0.15,0.21,,3,reviewed,nc,nc
2023-09-18T23:25:34.400Z,36.1928333,-120.7761667,8.15,2.96,md,68,76,0.03069,0.18,nc,nc73938606,2023-09-23T00:22:25.376Z,"22 km NNE of San Ardo, CA",earthquake,0.29,0.45,0.103,83,reviewed,nc,nc
2023-09-18T22:41:01.982Z,-10.0139,160.8209,36.586,4.9,mb,49,47,1.033,0.57,us,us7000kwk7,2023-09-18T23:13:02.040Z,"115 km SE of Honiara, Solomon Islands",earthquake,8.07,5.467,0.074,57,reviewed,us,us
2023-09-18T21:36:56.422Z,55.4995,-158.0405,36.4,3.2,ml,,,,0.62,ak,ak023bzzziq2,2023-09-18T22:00:39.040Z,"83 km SE of Perryville, Alaska",earthquake,,9.6,,,automatic,ak,ak
2023-09-18T20:32:09.993Z,33.175,138.3129,296.706,4.1,mb,48,86,1.261,0.74,us,us7000kwjh,2023-09-18T21:19:29.040Z,"158 km S of Ōyama, Japan",earthquake,5.71,6.703,0.096,30,reviewed,us,us
2023-09-18T19:44:43.230Z,-14.7798,167.3427,158.142,4.8,mb,59,108,6.436,0.79,us,us7000kwj6,2023-09-18T20:05:36.040Z,"Vanuatu",earthquake,9.21,5.637,0.072,59,reviewed,us,us
2023-09-18T19:33:04.988Z,38.5589,141.6239,64.44,5.5,mww,110,61,2.269,0.56,us,us7000kwis,2023-09-22T17:32:39.040Z,"19 km NE of Onagawa Chō, Japan",earthquake,7.75,4.043,0.059,28,reviewed,us,us
2023-09-18T17:57:28.658Z,-5.1515,101.9587,27.694,4.4,mb,44,109,1.267,0.67,us,us7000kwii,2023-09-18T19:24:04.040Z,"southwest of Sumatra, Indonesia",earthquake,5.2,6.473,0.088,37,reviewed,us,us
2023-09-18T17:06:03.657Z,-55.4027,-128.6756,10,4.8,mb,42,50,30.312,1.11,us,us7000kwir,2023-09-18T20:13:46.040Z,"Pacific-Antarctic Ridge",earthquake,14.29,1.803,0.105,28,reviewed,us,us
2023-09-18T17:01:22.700Z,19.2016,-66.708,59,3.6,md,16,229,0.7462,0.49,pr,pr2023261000,2023-09-18T17:27:03.805Z,"Puerto Rico region",earthquake,3.08,6.07,0.15,15,reviewed,pr,pr
2023-09-18T16:40:41.047Z,-3.6509,149.5682,10,4.6,mb,32,75,2.644,0.92,us,us7000kwhr,2023-09-18T17:27:15.040Z,"181 km SW of Kavieng, Papua New Guinea",earthquake,6.21,1.855,0.114,23,reviewed,us,us
2023-09-18T16:32:02.477Z,36.314,59.5339,10,3.8,mb,22,195,1.97,0.82,us,us7000kwhq,2023-09-19T12:53:31.851Z,"6 km WNW of Mashhad, Iran",earthquake,10.32,1.945,0.207,6,reviewed,us,us
2023-09-18T16:20:15.457Z,-20.8089,-67.1938,196.211,4.3,mb,45,52,2.148,0.85,us,us7000kwhl,2023-09-18T16:43:12.040Z,"54 km SW of Uyuni, Bolivia",earthquake,8.06,8.616,0.109,24,reviewed,us,us
2023-09-18T15:19:32.625Z,-14.4039,167.2147,217.095,4.7,mb,88,53,6.721,0.85,us,us7000kwgq,2023-09-18T15:44:55.040Z,"68 km SSW of Sola, Vanuatu",earthquake,11.11,6.17,0.054,103,reviewed,us,us
2023-09-18T14:34:40.983Z,40.1778,-98.3277,9.982,3.4,mb_lg,24,52,1.237,0.52,us,us7000kwge,2023-09-23T15:48:10.711Z,"10 km E of Cowles, Nebraska",earthquake,2.07,7.527,0.042,151,reviewed,us,us
2023-09-18T13:37:40.239Z,54.0911,159.6408,101.16,4.6,mb,82,111,1.222,0.67,us,us7000kwg6,2023-09-18T14:33:49.040Z,"94 km SE of Mil’kovo, Russia",earthquake,4.7,6.334,0.06,82,reviewed,us,us
2023-09-18T13:21:23.790Z,26.4336,125.3032,183.483,6.3,mww,113,35,2.262,1.21,us,us7000kwg2,2023-09-19T13:29:35.504Z,"180 km N of Hirara, Japan",earthquake,6.53,4.942,0.044,49,reviewed,us,us
2023-09-18T12:45:07.185Z,60.7472,-150.6103,60.8,2.5,ml,,,,0.18,ak,ak023bzuofxa,2023-09-18T12:46:16.465Z,"20 km SSE of Point Possession, Alaska",earthquake,,1.2,,,automatic,ak,ak
2023-09-18T11:31:11.439Z,29.7108,139.0214,443.735,4.5,mb,82,96,3.461,0.56,us,us7000kwfn,2023-09-18T11:46:48.040Z,"Izu Islands, Japan region",earthquake,10.1,7.015,0.037,217,reviewed,us,us
2023-09-18T11:02:08.584Z,13.0067,121.0746,68.078,4.8,mb,60,123,9.758,0.67,us,us7000kwfj,2023-09-18T11:42:08.998Z,"25 km S of Aurora, Philippines",earthquake,7.41,6.474,0.066,72,reviewed,us,us
2023-09-18T10:02:53.490Z,7.1026,-72.1008,10,4.5,mb,44,109,1.549,0.76,us,us7000kwfd,2023-09-18T13:08:51.040Z,"Colombia-Venezuela border region",earthquake,6.99,1.905,0.075,52,reviewed,us,us
2023-09-18T08:38:14.254Z,14.0967,-92.1478,35,4.2,mb,79,170,2.172,0.5,us,us7000kwf2,2023-09-18T16:27:44.040Z,"near the coast of Chiapas, Mexico",earthquake,4.94,1.966,0.053,102,reviewed,us,us
2023-09-18T08:12:29.750Z,17.9203333333333,-66.8685,8.92,2.51,md,11,224,0.05538,0.07,pr,pr71425178,2023-09-18T08:27:44.380Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.97,0.51,0.0390621399362026,5,reviewed,pr,pr
2023-09-18T08:04:48.250Z,39.222,-120.0956667,1.96,2.51,md,18,55,0.08436,0.11,nc,nc73938276,2023-09-21T06:59:46.040Z,"4 km N of Dollar Point, CA",earthquake,0.27,1.25,0.248,37,reviewed,nc,nc
2023-09-18T07:03:13.438Z,52.2017,-174.2744,83.717,3.9,mb,94,166,0.047,0.5,us,us7000kwhu,2023-09-21T06:49:42.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,7.99,4.052,0.077,45,reviewed,us,us
2023-09-18T06:24:05.461Z,-22.3842,68.9751,10,4.7,mb,26,68,5.851,0.48,us,us7000kwet,2023-09-18T07:28:20.040Z,"Mid-Indian Ridge",earthquake,4.79,1.876,0.126,19,reviewed,us,us
2023-09-18T06:20:52.980Z,38.8108333,-122.793,1.47,3.22,ml,113,31,0.00338,0.1,nc,nc73938186,2023-09-22T17:26:15.012Z,"5 km NW of The Geysers, CA",earthquake,0.09,0.14,0.199,107,reviewed,nc,nc
2023-09-18T06:09:43.430Z,60.2335,-152.8012,1,3.4,ml,,,,0.93,ak,ak023bzqw7a7,2023-09-18T16:49:17.343Z,"66 km WNW of Ninilchik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-09-18T04:58:53.630Z,17.9688333333333,-66.854,16.45,2.66,md,8,199,0.02482,0.12,pr,pr71425173,2023-09-18T05:09:29.030Z,"3 km ESE of Maria Antonia, Puerto Rico",earthquake,0.84,0.6,0.166906179547851,5,reviewed,pr,pr
2023-09-18T04:17:37.720Z,39.2225,-120.0956667,3.53,3.22,ml,32,52,0.08394,0.12,nc,nc73938166,2023-09-20T03:29:07.146Z,"4 km N of Dollar Point, CA",earthquake,0.2,0.62,0.197,69,reviewed,nc,nc
2023-09-18T04:00:20.040Z,58.3112,-151.252,0,2.8,ml,,,,0.96,ak,ak023bzpncus,2023-09-19T03:19:21.040Z,"85 km ENE of Ouzinkie, Alaska",earthquake,,0.3,,,automatic,ak,ak
